Date,3690.HK,600588.SS,BABA,BIDU,BILI,FXI,JD,KWEB,NTES,PDD,TCEHY,TCOM,New_cases,restriction_gatherings,Year_Month,CPI,Unemployment
2020-01-02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0,2020Jan,5.4,5.3
2020-01-03,100.6763255538572,100.23133368696587,98.73958947144268,96.80220074525417,105.39379054708948,97.83867881744439,100.68911587493648,98.91724100318584,98.77093597879045,99.17535736996652,98.29590993818978,97.86312986355829,0.0,0,2020Jan,5.4,5.3
2020-01-06,105.79710144927536,101.28883887059416,98.57578157985016,98.3504566928369,110.78758109417895,98.30659261599493,100.71561036473562,99.43928211725776,98.58839381246769,97.2350244911339,97.77465095347327,96.53772639510399,3.0,0,2020Jan,5.4,5.3
2020-01-07,106.6666681409458,101.98282326119651,99.02625501749758,98.90030078205984,110.40571989707783,98.06148858019077,101.56374500649872,100.34802740938129,99.79616104897927,99.95149052149957,99.7995151808616,100.97376412892831,0.0,0,2020Jan,5.4,5.3
2020-01-08,102.8019338414289,101.3218877308961,99.19461062108068,99.71784156691932,113.79474598760324,97.99464121910582,101.51073529568772,100.98607501371986,100.70279389503295,98.22944566980043,99.53889727632814,99.72950423176519,0.0,0,2020Jan,5.4,5.3
2020-01-09,104.73430099118734,103.93258932694349,100.91459001126653,101.9099980945833,110.54892126009916,98.88591572817971,103.10098515759194,102.2041788851358,102.94189994014972,96.19209383396694,101.20288573918077,100.40572817481446,0.0,0,2020Jan,5.4,5.3
2020-01-10,105.89371833248416,101.94977440089458,101.84738475663875,104.55071135188984,102.86395442611386,99.19785826054675,103.65756638989461,102.6102055703597,103.10617239693585,93.18457093259866,103.10746062012939,99.26967690330378,0.0,0,2020Jan,5.4,5.3
2020-01-13,109.27536084456145,106.2458678505688,104.87327262450263,102.92287169038723,104.96419556231457,100.89125678002972,106.83806611370304,105.52977765859322,106.33707459166067,95.44021079556563,104.87169921776776,101.83932995056269,0.0,0,2020Jan,5.4,5.3
2020-01-14,108.50241840749545,105.08923275632995,103.057742681013,101.31673567454511,109.164677834716,99.86630527783008,106.78505640289204,104.00231520788485,106.14849019263401,92.21440911930084,103.02726514743074,104.13848722958679,0.0,0,2020Jan,5.4,5.3
2020-01-15,110.24154441944067,105.419704689054,102.40705882663337,100.85370616796413,109.92840022891825,99.30926757418098,105.43333987403093,104.23433612699952,105.16581102136615,93.79092553549866,102.58620163541288,101.5958889183306,0.0,0,2020Jan,5.4,5.3
2020-01-16,108.50241840749545,104.8579074045117,101.8974373608218,100.91882814443987,109.6419975028756,100.04456195254927,104.85025378632278,104.19566729691066,106.51964059322093,95.82827737133215,103.34803158779233,104.00324450464862,0.0,0,2020Jan,5.4,5.3
2020-01-17,108.11594350326463,108.03039794995377,103.48545672949243,101.00564272708183,108.83054132099956,100.51247575109983,106.94407516971867,104.33100423293101,106.4253245584701,95.63424870956739,103.44827399736154,105.32863765474443,4.0,0,2020Jan,5.4,5.3
2020-01-21,102.2222251707805,111.03767753447667,101.13299821903267,99.18970112335685,107.92362666806508,95.7887758130451,106.17546545977838,101.005413398055,103.68422457656106,95.4159606824339,98.65677797750895,96.9975640419239,93.0,0,2020Jan,5.4,5.3
2020-01-22,104.63768410797856,112.2934592096213,101.18305082321572,97.52568503925534,107.58949925863774,96.85828040327193,108.58733474243385,100.32868902504615,103.48342461832038,94.08198240650128,100.0,93.18366141586039,147.0,4,2020Jan,5.4,5.3
2020-01-23,99.13043330832956,107.60079610661921,99.70878674195455,97.09159004705695,107.44629789561641,95.6105191383259,108.05724799993035,98.82056495867295,101.89839324280553,93.06330186246605,99.93985146417188,92.6697246153935,132.0,4,2020Jan,5.4,5.3
2020-02-03,96.1352657004831,96.82750111941031,96.96500976508325,94.4074694984294,109.97613401659203,89.4162215790125,103.89611008854405,95.97833846919859,100.24340544525533,86.80572717170125,99.11788070118082,87.47632968558725,2827.0,4,2020Feb,5.2,6.2
2020-02-04,97.58454106280193,103.93258932694349,101.41511605309701,95.04412817029436,112.55369482095232,91.82263793285018,106.94407516971867,99.45862050159292,104.26834282412764,88.55202213653212,102.44586535210263,92.23694170457631,3233.0,4,2020Feb,5.2,6.2
2020-02-05,96.1352657004831,107.66690216237068,100.20475812872274,94.5955714406518,111.02625003254782,92.13457160069512,105.85740719491248,98.25985501451213,102.78371738654248,86.63594862306822,101.92461409260262,91.7771143761149,3892.0,4,2020Feb,5.2,6.2
2020-02-06,98.26086661665911,118.44018881443195,100.51416917780213,96.3391712386732,125.72791977737464,92.75846552995127,107.02358973593513,99.92265440124083,105.53088343639291,88.23672440463474,103.08740595804234,92.15579813328513,3697.0,4,2020Feb,5.2,6.2
2020-02-07,98.45410775447237,125.90878947984345,98.5257289756671,94.71133157717058,119.28400411004026,91.93404724648443,105.98993147193994,98.82056495867295,103.36172189569271,83.14334018893253,102.34563066774996,91.61481691517402,3151.0,4,2020Feb,5.2,6.2
2020-02-10,92.56038942198822,127.66027905407411,98.17991540144806,94.81261893675098,121.52743750497321,92.46879954159783,106.28147451579402,99.55529654610581,107.24065652731554,83.67693520020036,104.17001007599991,88.34189550722161,2984.0,4,2020Feb,5.2,6.2
2020-02-11,95.84540767946105,127.99075932194575,98.83514696781823,96.93966452743348,126.73030200565667,94.25133969522355,108.08375285533585,100.90873735354211,106.77517817435904,87.31506281760039,105.65356065658469,91.39843061894467,2473.0,4,2020Feb,5.2,6.2
2020-02-12,99.51690821256038,140.77990976035784,102.06579296440488,99.47185955643754,131.40811305050676,95.52137750418316,110.36310822657018,103.22892272894453,105.96594802631125,89.2796550618017,107.23737682238823,92.80497765869016,2022.0,4,2020Feb,5.2,6.2
2020-02-13,99.03381642512076,139.85459168278962,100.2684608119492,97.8006015641197,132.50596285413636,94.27361623923714,111.34375677975439,101.83680515283793,107.79737616938654,90.75915252099864,107.29751763299984,91.12793485070986,15152.0,4,2020Feb,5.2,6.2
2020-02-14,97.48792417959315,141.044283972478,99.93629731677355,97.35928674269346,136.94510496061758,94.1844923341386,111.23774772373875,100.98607501371986,107.89171603937487,90.03152884796603,106.856454120982,90.39761175401364,4050.0,4,2020Feb,5.2,6.2
2020-02-18,97.19806615857111,147.7528108618309,100.3412658622285,97.07711727011853,129.4987979607121,93.98395025088371,112.16538656611199,100.01933044575372,107.31365194213089,88.38224358789908,105.95428016007575,90.99269212577171,1893.0,4,2020Feb,5.2,6.2
2020-02-19,97.00483239215353,143.95241697609512,101.07839790285907,98.2564002019786,132.31502770344125,94.63012958867554,113.83515099423266,101.68213777106385,108.54275171619669,90.05578821333475,106.65597702706012,94.10332639114174,1750.0,4,2020Feb,5.2,6.2
